event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,longitude,latitude,is_rainfall_induced,Landslide_date,start_date_1d,start_date_3d,start_date_7d,recordid,fixed_accuracy
2017-07-05 16:00:00,5.0,landslide,continuous_rain,medium,above_road,88.29518925,26.90298048,1,2017-07-05,2017-07-04,2017-07-02,2017-06-28,149,10
2017-06-28 16:00:00,10.0,landslide,other,large,above_road,92.87641207,23.69461107,0,2017-06-28,2017-06-27,2017-06-25,2017-06-21,150,10
2017-07-04 16:00:00,1.0,landslide,continuous_rain,small,natural_slope,-61.54264771,10.68399129,1,2017-07-04,2017-07-03,2017-07-01,2017-06-27,151,10
2017-07-01 16:00:00,10.0,landslide,continuous_rain,medium,urban,106.78629,-6.558993431,1,2017-07-01,2017-06-30,2017-06-28,2017-06-24,152,10
2017-07-02 16:00:00,1.0,landslide,continuous_rain,large,natural_slope,108.5421686,28.54909078,1,2017-07-02,2017-07-01,2017-06-29,2017-06-25,153,10
2017-07-03 18:04:00,1.0,landslide,rain,medium,above_road,167.940244,-44.675943,1,2017-07-03,2017-07-02,2017-06-30,2017-06-26,154,10
2017-07-05 19:39:00,25.0,landslide,no_apparent_trigger,very_large,natural_slope,-109.4847675,43.21843612,0,2017-07-05,2017-07-04,2017-07-02,2017-06-28,155,10
2017-07-01 16:00:00,1.0,landslide,downpour,medium,above_road,94.55427723,26.3312531,1,2017-07-01,2017-06-30,2017-06-28,2017-06-24,156,10
2017-07-06 19:39:00,1.0,landslide,continuous_rain,medium,above_road,88.25902123,27.02149311,1,2017-07-06,2017-07-05,2017-07-03,2017-06-29,157,10
2016-08-16 12:40:00,1.0,landslide,rain,small,natural_slope,83.567989,28.372874,1,2016-08-16,2016-08-15,2016-08-13,2016-08-09,158,10
2017-06-25 13:10:00,100.0,mudslide,rain,medium,above_road,75.19605556,38.74738889,1,2017-06-25,2017-06-24,2017-06-22,2017-06-18,159,10
2017-06-13 13:27:00,5.0,landslide,Unknown,small,below_road,-2.345003962,52.1104766,0,2017-06-13,2017-06-12,2017-06-10,2017-06-06,160,10
2016-08-15 12:40:00,5.0,mudslide,continuous_rain,medium,urban,120.595832,16.404676,1,2016-08-15,2016-08-14,2016-08-12,2016-08-08,161,10
2017-06-19 20:14:00,5.0,mudslide,rain,medium,urban,3.381341033,6.622961187,1,2017-06-19,2017-06-18,2017-06-16,2017-06-12,162,10
2017-06-01 13:34:00,1.0,rock_fall,Unknown,small,above_road,-105.4129317,38.48258714,0,2017-06-01,2017-05-31,2017-05-29,2017-05-25,163,10
2017-05-15 13:34:00,1.0,landslide,Unknown,small,above_road,-111.6038025,39.12221676,0,2017-05-15,2017-05-14,2017-05-12,2017-05-08,164,10
2017-06-05 13:20:00,10.0,landslide,leaking_pipe,small,above_road,18.18030889,42.62244921,0,2017-06-05,2017-06-04,2017-06-02,2017-05-29,165,10
2017-05-20 20:14:00,5.0,mudslide,rain,medium,above_river,37.559988,-0.58474,1,2017-05-20,2017-05-19,2017-05-17,2017-05-13,166,10
2017-05-19 13:15:00,10.0,riverbank_collapse,rain,medium,above_river,96.82040086,17.06998518,1,2017-05-19,2017-05-18,2017-05-16,2017-05-12,167,10
2017-05-13 14:21:00,5.0,rock_fall,Unknown,medium,above_road,-83.02836628,36.50129467,0,2017-05-13,2017-05-12,2017-05-10,2017-05-06,168,10
2017-05-16 13:15:00,5.0,landslide,rain,small,retaining_wall,-103.7798821,44.3517732,1,2017-05-16,2017-05-15,2017-05-13,2017-05-09,169,10
2017-06-05 13:34:00,10.0,rock_fall,Unknown,medium,above_road,94.29816252,23.19807165,0,2017-06-05,2017-06-04,2017-06-02,2017-05-29,170,10
2017-05-17 18:48:00,5.0,landslide,Unknown,small,natural_slope,-111.678278,40.61990972,0,2017-05-17,2017-05-16,2017-05-14,2017-05-10,171,10
2017-06-05 13:34:00,5.0,rock_fall,Unknown,small,above_road,-81.6651904,38.37512397,0,2017-06-05,2017-06-04,2017-06-02,2017-05-29,172,10
2017-06-19 13:15:00,1.0,landslide,Unknown,small,urban,93.6146564,27.06992579,0,2017-06-19,2017-06-18,2017-06-16,2017-06-12,173,10
2016-08-14 12:40:00,5.0,landslide,rain,large,natural_slope,85.01,28.069957,1,2016-08-14,2016-08-13,2016-08-11,2016-08-07,174,10
2017-05-29 13:34:00,10.0,landslide,rain,small,natural_slope,41.98700247,45.08144863,1,2017-05-29,2017-05-28,2017-05-26,2017-05-22,175,10
2017-06-01 13:34:00,25.0,landslide,rain,small,below_road,-117.226052,47.67463292,1,2017-06-01,2017-05-31,2017-05-29,2017-05-25,176,10
